6909	12	2|
6911	12	2|
6913	12	2|
6917	12	2|
6919	12	2|
6921	12	2|
6923	12	2|
6925	12	2|
6889	12	2|
6893	12	2|
6875	12	2|
6879	12	2|
6883	12	2|
6861	12	2|
6867	12	2|
6871	12	2|
6862	12	2|
6870	12	2|
6878	12	2|
6882	12	2|
6886	12	2|
6890	12	2|
6894	12	2|
6900	12	2|
6906	12	2|
6926	12	2|
6930	12	2|
6934	12	2|
7121	12	2|
7401	12	2|
7588	12	2|
7976	12	2|
6936	12	2|
6938	12	2|
6941	12	2|
6943	12	2|
6945	12	2|
6948	12	2|
6951	12	2|
6953	12	2|
6955	12	2|
6957	12	2|
6959	12	2|
6961	12	2|
6974	12	2|
6978	12	2|
6986	12	2|
6988	12	2|
6990	12	2|
6992	12	2|
6994	12	2|
6996	12	2|
6998	12	2|
7000	12	2|
7002	12	2|
7004	12	2|
7006	12	2|
7008	12	2|
7010	12	2|
7013	12	2|
7015	12	2|
7017	12	2|
7019	12	2|
7021	12	2|
7023	12	2|
7025	12	2|
7027	12	2|
7030	12	2|
7032	12	2|
7034	12	2|
7036	12	2|
7038	12	2|
7040	12	2|
7042	12	2|
7046	12	2|
7048	12	2|
7050	12	2|
7053	12	2|
7055	12	2|
7057	12	2|
7059	12	2|
7061	12	2|
7063	12	2|
7065	12	2|
7067	12	2|
7069	12	2|
7071	12	2|
7073	12	2|
7075	12	2|
7077	12	2|
7080	12	2|
7082	12	2|
7084	12	2|
7086	12	2|
7088	12	2|
7090	12	2|
7092	12	2|
7095	12	2|
7098	12	2|
7101	12	2|
7103	12	2|
7105	12	2|
7107	12	2|
7109	12	2|
7112	12	2|
7114	12	2|
7119	12	2|
7122	12	2|
7124	12	2|
7126	12	2|
7128	12	2|
7130	12	2|
7132	12	2|
7135	12	2|
7137	12	2|
7138	12	2|
7139	12	2|
7140	12	2|
7141	12	2|
7142	12	2|
7143	12	2|
7144	12	2|
7145	12	2|
7146	12	2|
7147	12	2|
7149	12	2|
7150	12	2|
7151	12	2|
7152	12	2|
7153	12	2|
7154	12	2|
7155	12	2|
7156	12	2|
7157	12	2|
7158	12	2|
7159	12	2|
7160	12	2|
7161	12	2|
7163	12	2|
7164	12	2|
7165	12	2|
7166	12	2|
7167	12	2|
7168	12	2|
7169	12	2|
7170	12	2|
7171	12	2|
7173	12	2|
7175	12	2|
7176	12	2|
7177	12	2|
7178	12	2|
7179	12	2|
7180	12	2|
7181	12	2|
7182	12	2|
7183	12	2|
7184	12	2|
7185	12	2|
7186	12	2|
7187	12	2|
7188	12	2|
7190	12	2|
7191	12	2|
7192	12	2|
7193	12	2|
7194	12	2|
7195	12	2|
7196	12	2|
7198	12	2|
7199	12	2|
7201	12	2|
7202	12	2|
7203	12	2|
7204	12	2|
7205	12	2|
7206	12	2|
7207	12	2|
7208	12	2|
7209	12	2|
7210	12	2|
7211	12	2|
7212	12	2|
7213	12	2|
7215	12	2|
7216	12	2|
7217	12	2|
7218	12	2|
7219	12	2|
7220	12	2|
7221	12	2|
7222	12	2|
7223	12	2|
7224	12	2|
7225	12	2|
7226	12	2|
7227	12	2|
7228	12	2|
7229	12	2|
7230	12	2|
7231	12	2|
7232	12	2|
7233	12	2|
7234	12	2|
7235	12	2|
7236	12	2|
7237	12	2|
7238	12	2|
7239	12	2|
7240	12	2|
7241	12	2|
7242	12	2|
7243	12	2|
7244	12	2|
7246	12	2|
7247	12	2|
7248	12	2|
7249	12	2|
7250	12	2|
7251	12	2|
7252	12	2|
7253	12	2|
7254	12	2|
7255	12	2|
7256	12	2|
7257	12	2|
7258	12	2|
7259	12	2|
7260	12	2|
7262	12	2|
7263	12	2|
7264	12	2|
7265	12	2|
7266	12	2|
7267	12	2|
7268	12	2|
7269	12	2|
7270	12	2|
7271	12	2|
7272	12	2|
7273	12	2|
7274	12	2|
7275	12	2|
7276	12	2|
7280	12	2|
7284	12	2|
7285	12	2|
7287	12	2|
7288	12	2|
7290	12	2|
7291	12	2|
7294	12	2|
7297	12	2|
7298	12	2|
7299	12	2|
7300	12	2|
7301	12	2|
7302	12	2|
7303	12	2|
7304	12	2|
7305	12	2|
7307	12	2|
7308	12	2|
7310	12	2|
7311	12	2|
7312	12	2|
7315	12	2|
7316	12	2|
7318	12	2|
7321	12	2|
7322	12	2|
7323	12	2|
7324	12	2|
7325	12	2|
7326	12	2|
7329	12	2|
7330	12	2|
7331	12	2|
7332	12	2|
7333	12	2|
7869	12	5|
7762	12	4|
7162	12	3|
6856	12	2|
6857	12	2|
6858	12	2|
6899	12	2|
6903	12	2|
6907	12	2|
6910	12	2|
6912	12	2|
6914	12	2|
6918	12	2|
6920	12	2|
6922	12	2|
6924	12	2|
6859	12	2|
6891	12	2|
6860	12	2|
6877	12	2|
6881	12	2|
6887	12	2|
6863	12	2|
6869	12	2|
6873	12	2|
6864	12	2|
6872	12	2|
6880	12	2|
6884	12	2|
6888	12	2|
6892	12	2|
6896	12	2|
6902	12	2|
6908	12	2|
6928	12	2|
6932	12	2|
7029	12	2|
7214	12	2|
7494	12	2|
7782	12	2|
6935	12	2|
6937	12	2|
6939	12	2|
6942	12	2|
6944	12	2|
6946	12	2|
6949	12	2|
6952	12	2|
6954	12	2|
6956	12	2|
6958	12	2|
6960	12	2|
6962	12	2|
6976	12	2|
6979	12	2|
6987	12	2|
6989	12	2|
6991	12	2|
6993	12	2|
6995	12	2|
6997	12	2|
6999	12	2|
7001	12	2|
7003	12	2|
7005	12	2|
7007	12	2|
7009	12	2|
7012	12	2|
7014	12	2|
7016	12	2|
7018	12	2|
7020	12	2|
7022	12	2|
7024	12	2|
7026	12	2|
7028	12	2|
7031	12	2|
7033	12	2|
7035	12	2|
7037	12	2|
7039	12	2|
7041	12	2|
7043	12	2|
7047	12	2|
7049	12	2|
7051	12	2|
7054	12	2|
7056	12	2|
7058	12	2|
7060	12	2|
7062	12	2|
7064	12	2|
7066	12	2|
7068	12	2|
7070	12	2|
7072	12	2|
7074	12	2|
7076	12	2|
7078	12	2|
7081	12	2|
7083	12	2|
7085	12	2|
7087	12	2|
7089	12	2|
7091	12	2|
7094	12	2|
7097	12	2|
7100	12	2|
7102	12	2|
7104	12	2|
7106	12	2|
7108	12	2|
7110	12	2|
7113	12	2|
7115	12	2|
7120	12	2|
7123	12	2|
7125	12	2|
7127	12	2|
7129	12	2|
7131	12	2|
7134	12	2|
7136	12	2|
7335	12	2|
7338	12	2|
7341	12	2|
7343	12	2|
7345	12	2|
7347	12	2|
7349	12	2|
7351	12	2|
7353	12	2|
7355	12	2|
7358	12	2|
7360	12	2|
7362	12	2|
7364	12	2|
7366	12	2|
7368	12	2|
7370	12	2|
7372	12	2|
7374	12	2|
7376	12	2|
7378	12	2|
7380	12	2|
7382	12	2|
7384	12	2|
7386	12	2|
7388	12	2|
7390	12	2|
7392	12	2|
7395	12	2|
7397	12	2|
7399	12	2|
7402	12	2|
7404	12	2|
7406	12	2|
7408	12	2|
7410	12	2|
7413	12	2|
7415	12	2|
7417	12	2|
7420	12	2|
7422	12	2|
7912	12	2|
7913	12	2|
7914	12	2|
7915	12	2|
7916	12	2|
7917	12	2|
7918	12	2|
7919	12	2|
7920	12	2|
7921	12	2|
7922	12	2|
7923	12	2|
7924	12	2|
7925	12	2|
7928	12	2|
7929	12	2|
7930	12	2|
7931	12	2|
7932	12	2|
7933	12	2|
7934	12	2|
7935	12	2|
7936	12	2|
7938	12	2|
7939	12	2|
7940	12	2|
7941	12	2|
7942	12	2|
7943	12	2|
7944	12	2|
7945	12	2|
7946	12	2|
7947	12	2|
7948	12	2|
7949	12	2|
7950	12	2|
7951	12	2|
7953	12	2|
7956	12	2|
7957	12	2|
7958	12	2|
7961	12	2|
7963	12	2|
7964	12	2|
7965	12	2|
7966	12	2|
7967	12	2|
7968	12	2|
7969	12	2|
7970	12	2|
7971	12	2|
7972	12	2|
7973	12	2|
7974	12	2|
7975	12	2|
7977	12	2|
7978	12	2|
7979	12	2|
7980	12	2|
7981	12	2|
7982	12	2|
7983	12	2|
7984	12	2|
7985	12	2|
7986	12	2|
7987	12	2|
7988	12	2|
7989	12	2|
7990	12	2|
7992	12	2|
7995	12	2|
7996	12	2|
7998	12	2|
7999	12	2|
8000	12	2|
8001	12	2|
8002	12	2|
8003	12	2|
8004	12	2|
17175	12	2|
17177	12	2|
17179	12	2|
17181	12	2|
17183	12	2|
17185	12	2|
17187	12	2|
17188	12	2|
17189	12	2|
17190	12	2|
17191	12	2|
17192	12	2|
17193	12	2|
17194	12	2|
17195	12	2|
17196	12	2|
17197	12	2|
17198	12	2|
17199	12	2|
17200	12	2|
17201	12	2|
17202	12	2|
17203	12	2|
17204	12	2|
17205	12	2|
17206	12	2|
17207	12	2|
17208	12	2|
17209	12	2|
17210	12	2|
17211	12	2|
17212	12	2|
17213	12	2|
17214	12	2|
17215	12	2|
17216	12	2|
17217	12	2|
17218	12	2|
17219	12	2|
17220	12	2|
17221	12	2|
17222	12	2|
17223	12	2|
17224	12	2|
17225	12	2|
17226	12	2|
17227	12	2|
17228	12	2|
17229	12	2|
17230	12	2|
17231	12	2|
17232	12	2|
17233	12	2|
17234	12	2|
17235	12	2|
17236	12	2|
17237	12	2|
17176	12	2|
17178	12	2|
17180	12	2|
17182	12	2|
17184	12	2|
17186	12	2|
17238	12	2|
17239	12	2|
17240	12	2|
17241	12	2|
17242	12	2|
17243	12	2|
17244	12	2|
17245	12	2|
17246	12	2|
17248	12	2|
17249	12	2|
17250	12	2|
17251	12	2|
17252	12	2|
17253	12	2|
17254	12	2|
17255	12	2|
17256	12	2|
17257	12	2|
17258	12	2|
17259	12	2|
17260	12	2|
17261	12	2|
17262	12	2|
17263	12	2|
17264	12	2|
17265	12	2|
17266	12	2|
17267	12	2|
17268	12	2|
17269	12	2|
17270	12	2|
17271	12	2|
17272	12	2|
17273	12	2|
17274	12	2|
17275	12	2|
17276	12	2|
17277	12	2|
17278	12	2|
17279	12	2|
17280	12	2|
17281	12	2|
17282	12	2|
17283	12	2|
17284	12	2|
17285	12	2|
17286	12	2|
17287	12	2|
17288	12	2|
17289	12	2|
17290	12	2|
17291	12	2|
17292	12	2|
17293	12	2|
17294	12	2|
17295	12	2|
17296	12	2|
17297	12	2|
17298	12	2|
17299	12	2|
17300	12	2|
17301	12	2|
17302	12	2|
17303	12	2|
17304	12	2|
17305	12	2|
17306	12	2|
17307	12	2|
17308	12	2|
17309	12	2|
17310	12	2|
17311	12	2|
17312	12	2|
17313	12	2|
14556	12	2|
15295	12	2|
15294	12	2|
15291	12	2|
15293	12	2|
15290	12	2|
15292	12	2|
15287	12	2|
15289	12	2|
15286	12	2|
15288	12	2|
15284	12	2|
15280	12	2|
15282	12	2|
14557	12	2|
15259	12	2|
15261	12	2|
15263	12	2|
15265	12	2|
15267	12	2|
15269	12	2|
15271	12	2|
15273	12	2|
15275	12	2|
15277	12	2|
15279	12	2|
15281	12	2|
15283	12	2|
15285	12	2|
14558	12	2|
15256	12	2|
15258	12	2|
15260	12	2|
15262	12	2|
15264	12	2|
15266	12	2|
15268	12	2|
15270	12	2|
15272	12	2|
15274	12	2|
15276	12	2|
15278	12	2|
14559	12	2|
15230	12	2|
15232	12	2|
15234	12	2|
15236	12	2|
15238	12	2|
15240	12	2|
15242	12	2|
15244	12	2|
15246	12	2|
15248	12	2|
15250	12	2|
15252	12	2|
15254	12	2|
14560	12	2|
15225	12	2|
15227	12	2|
15229	12	2|
15231	12	2|
15233	12	2|
15235	12	2|
15237	12	2|
15239	12	2|
15241	12	2|
15243	12	2|
15245	12	2|
15247	12	2|
15249	12	2|
15251	12	2|
15253	12	2|
15255	12	2|
15257	12	2|
14561	12	2|
15195	12	2|
15197	12	2|
15199	12	2|
15201	12	2|
15203	12	2|
15205	12	2|
15207	12	2|
15209	12	2|
15211	12	2|
15213	12	2|
15215	12	2|
15217	12	2|
15219	12	2|
15221	12	2|
15223	12	2|
14562	12	2|
15194	12	2|
15196	12	2|
15198	12	2|
15200	12	2|
15202	12	2|
15204	12	2|
15206	12	2|
15208	12	2|
15210	12	2|
15212	12	2|
15214	12	2|
15216	12	2|
15218	12	2|
15220	12	2|
15222	12	2|
15224	12	2|
15226	12	2|
15228	12	2|
14563	12	2|
15162	12	2|
15164	12	2|
15166	12	2|
15168	12	2|
15170	12	2|
15172	12	2|
15174	12	2|
15176	12	2|
15178	12	2|
15180	12	2|
15182	12	2|
15184	12	2|
15186	12	2|
15188	12	2|
15190	12	2|
14564	12	2|
15161	12	2|
15163	12	2|
15165	12	2|
15167	12	2|
15169	12	2|
15171	12	2|
15173	12	2|
15175	12	2|
15177	12	2|
15179	12	2|
15181	12	2|
15183	12	2|
15185	12	2|
15187	12	2|
15189	12	2|
15191	12	2|
15193	12	2|
14565	12	2|
15130	12	2|
15132	12	2|
15134	12	2|
15136	12	2|
15138	12	2|
15140	12	2|
15142	12	2|
15144	12	2|
15146	12	2|
15148	12	2|
15150	12	2|
15152	12	2|
15154	12	2|
15156	12	2|
15158	12	2|
15160	12	2|
14566	12	2|
15129	12	2|
15131	12	2|
15133	12	2|
15135	12	2|
15137	12	2|
15139	12	2|
15141	12	2|
15143	12	2|
15145	12	2|
15147	12	2|
15149	12	2|
15151	12	2|
15153	12	2|
15155	12	2|
15157	12	2|
15159	12	2|
14567	12	2|
15036	12	2|
15038	12	2|
15040	12	2|
15042	12	2|
15044	12	2|
15065	12	2|
15108	12	2|
15109	12	2|
15110	12	2|
15111	12	2|
15112	12	2|
15113	12	2|
15114	12	2|
15115	12	2|
15116	12	2|
15117	12	2|
15118	12	2|
15119	12	2|
15120	12	2|
15121	12	2|
15122	12	2|
15123	12	2|
15124	12	2|
15125	12	2|
15126	12	2|
15127	12	2|
15128	12	2|
14568	12	2|
14863	12	2|
14906	12	2|
14949	12	2|
14992	12	2|
15035	12	2|
15037	12	2|
15039	12	2|
15041	12	2|
15043	12	2|
15045	12	2|
15046	12	2|
15047	12	2|
15048	12	2|
15049	12	2|
15050	12	2|
15051	12	2|
15052	12	2|
15053	12	2|
15054	12	2|
15055	12	2|
15056	12	2|
15057	12	2|
15058	12	2|
15059	12	2|
15060	12	2|
15061	12	2|
15062	12	2|
15063	12	2|
15064	12	2|
15066	12	2|
15067	12	2|
15068	12	2|
15069	12	2|
15070	12	2|
15071	12	2|
15072	12	2|
15073	12	2|
15074	12	2|
15075	12	2|
15076	12	2|
15077	12	2|
15078	12	2|
15079	12	2|
15080	12	2|
15081	12	2|
15082	12	2|
15083	12	2|
15084	12	2|
15085	12	2|
15086	12	2|
15087	12	2|
15088	12	2|
15089	12	2|
15090	12	2|
15091	12	2|
15092	12	2|
15093	12	2|
15094	12	2|
15095	12	2|
15096	12	2|
15097	12	2|
15098	12	2|
15099	12	2|
15100	12	2|
15101	12	2|
15102	12	2|
15103	12	2|
15104	12	2|
15105	12	2|
15106	12	2|
15107	12	2|
14569	12	2|
14570	12	2|
14571	12	2|
14572	12	2|
14573	12	2|
14574	12	2|
14575	12	2|
14577	12	2|
14578	12	2|
14579	12	2|
14580	12	2|
14581	12	2|
14582	12	2|
14583	12	2|
14584	12	2|
14585	12	2|
14586	12	2|
14587	12	2|
14588	12	2|
14589	12	2|
14590	12	2|
14591	12	2|
14592	12	2|
14593	12	2|
14594	12	2|
14595	12	2|
14596	12	2|
14597	12	2|
14598	12	2|
14599	12	2|
14600	12	2|
14601	12	2|
14602	12	2|
14603	12	2|
14604	12	2|
14605	12	2|
14606	12	2|
14607	12	2|
14608	12	2|
14609	12	2|
14610	12	2|
14653	12	2|
14654	12	2|
14655	12	2|
14656	12	2|
14657	12	2|
14658	12	2|
14659	12	2|
14660	12	2|
14661	12	2|
14662	12	2|
14663	12	2|
14664	12	2|
14665	12	2|
14666	12	2|
14667	12	2|
14668	12	2|
14669	12	2|
14670	12	2|
14671	12	2|
14672	12	2|
14673	12	2|
14674	12	2|
14675	12	2|
14676	12	2|
14677	12	2|
14678	12	2|
14679	12	2|
14680	12	2|
14681	12	2|
14682	12	2|
14683	12	2|
14684	12	2|
14685	12	2|
14686	12	2|
14687	12	2|
14688	12	2|
14689	12	2|
14690	12	2|
14691	12	2|
14692	12	2|
14693	12	2|
14694	12	2|
14737	12	2|
14738	12	2|
14739	12	2|
14740	12	2|
14741	12	2|
14743	12	2|
14744	12	2|
14745	12	2|
14746	12	2|
14747	12	2|
14748	12	2|
14749	12	2|
14750	12	2|
14751	12	2|
14752	12	2|
14753	12	2|
14754	12	2|
14755	12	2|
14756	12	2|
14757	12	2|
14758	12	2|
14759	12	2|
14760	12	2|
14761	12	2|
14762	12	2|
14763	12	2|
14764	12	2|
14765	12	2|
14766	12	2|
14767	12	2|
14768	12	2|
14769	12	2|
14770	12	2|
14771	12	2|
14772	12	2|
14773	12	2|
14774	12	2|
14775	12	2|
14776	12	2|
14777	12	2|
14778	12	2|
14821	12	2|
14822	12	2|
14823	12	2|
14824	12	2|
14825	12	2|
14826	12	2|
14827	12	2|
14828	12	2|
14829	12	2|
14830	12	2|
14831	12	2|
14832	12	2|
14833	12	2|
14834	12	2|
14835	12	2|
14836	12	2|
14837	12	2|
14838	12	2|
14839	12	2|
14840	12	2|
14841	12	2|
14842	12	2|
14843	12	2|
14844	12	2|
14845	12	2|
14846	12	2|
14847	12	2|
14848	12	2|
14849	12	2|
14850	12	2|
14851	12	2|
14852	12	2|
14853	12	2|
14854	12	2|
14855	12	2|
14856	12	2|
14857	12	2|
14858	12	2|
14859	12	2|
14860	12	2|
14861	12	2|
14862	12	2|
14864	12	2|
14865	12	2|
14866	12	2|
14867	12	2|
14868	12	2|
14869	12	2|
14870	12	2|
14871	12	2|
14872	12	2|
14873	12	2|
14874	12	2|
14875	12	2|
14876	12	2|
14877	12	2|
14878	12	2|
14879	12	2|
14880	12	2|
14881	12	2|
14882	12	2|
14883	12	2|
14884	12	2|
14885	12	2|
14886	12	2|
14887	12	2|
14888	12	2|
14889	12	2|
14890	12	2|
14891	12	2|
14892	12	2|
14893	12	2|
14894	12	2|
14895	12	2|
14896	12	2|
14897	12	2|
14898	12	2|
14899	12	2|
14900	12	2|
14901	12	2|
14902	12	2|
14903	12	2|
14904	12	2|
14905	12	2|
14907	12	2|
14908	12	2|
14909	12	2|
14910	12	2|
14911	12	2|
14912	12	2|
14913	12	2|
14914	12	2|
14915	12	2|
14916	12	2|
14917	12	2|
14918	12	2|
14919	12	2|
14920	12	2|
14921	12	2|
14922	12	2|
14923	12	2|
14924	12	2|
14925	12	2|
14926	12	2|
14927	12	2|
14928	12	2|
14929	12	2|
14930	12	2|
14931	12	2|
14932	12	2|
14933	12	2|
14934	12	2|
14935	12	2|
14936	12	2|
14937	12	2|
14938	12	2|
14939	12	2|
14940	12	2|
14941	12	2|
14942	12	2|
14943	12	2|
14944	12	2|
14945	12	2|
14946	12	2|
14947	12	2|
14948	12	2|
14950	12	2|
14951	12	2|
14952	12	2|
14953	12	2|
14954	12	2|
14955	12	2|
14956	12	2|
14957	12	2|
14958	12	2|
14959	12	2|
14960	12	2|
14961	12	2|
14962	12	2|
14963	12	2|
14964	12	2|
14965	12	2|
14966	12	2|
14967	12	2|
14968	12	2|
14969	12	2|
14970	12	2|
14971	12	2|
14972	12	2|
14973	12	2|
14974	12	2|
14975	12	2|
15500	12	2|
15501	12	2|
15502	12	2|
15503	12	2|
15504	12	2|
15505	12	2|
15506	12	2|
15507	12	2|
15508	12	2|
15509	12	2|
15510	12	2|
15511	12	2|
15512	12	2|
15513	12	2|
15514	12	2|
15515	12	2|
15516	12	2|
15517	12	2|
15518	12	2|
15519	12	2|
15520	12	2|
15521	12	2|
15522	12	2|
15523	12	2|
15524	12	2|
15525	12	2|
15526	12	2|
15527	12	2|
15528	12	2|
15529	12	2|
15530	12	2|
15531	12	2|
15532	12	2|
15534	12	2|
15535	12	2|
15536	12	2|
15537	12	2|
15538	12	2|
15539	12	2|
15540	12	2|
15541	12	2|
15542	12	2|
15543	12	2|
15544	12	2|
15545	12	2|
15546	12	2|
15548	12	2|
15549	12	2|
15550	12	2|
15551	12	2|
15552	12	2|
15553	12	2|
15554	12	2|
15555	12	2|
15556	12	2|
15557	12	2|
15558	12	2|
15559	12	2|
15560	12	2|
15561	12	2|
15562	12	2|
15563	12	2|
15564	12	2|
15565	12	2|
15566	12	2|
15567	12	2|
15568	12	2|
15569	12	2|
15570	12	2|
15571	12	2|
15572	12	2|
15573	12	2|
15574	12	2|
15575	12	2|
15576	12	2|
15577	12	2|
15578	12	2|
15579	12	2|
15580	12	2|
15581	12	2|
15582	12	2|
15583	12	2|
15584	12	2|
15585	12	2|
15586	12	2|
15587	12	2|
15588	12	2|
15589	12	2|
15590	12	2|
15591	12	2|
15592	12	2|
15593	12	2|
15594	12	2|
15595	12	2|
15596	12	2|
15597	12	2|
15598	12	2|
15599	12	2|
15600	12	2|
15601	12	2|
15602	12	2|
15603	12	2|
15604	12	2|
15605	12	2|
15606	12	2|
15607	12	2|
15608	12	2|
15609	12	2|
15610	12	2|
15611	12	2|
15612	12	2|
15613	12	2|
15614	12	2|
15615	12	2|
15616	12	2|
15617	12	2|
15618	12	2|
15619	12	2|
15620	12	2|
15621	12	2|
15622	12	2|
15623	12	2|
15624	12	2|
15625	12	2|
15626	12	2|
15627	12	2|
15628	12	2|
15629	12	2|
15630	12	2|
15631	12	2|
15632	12	2|
15633	12	2|
15634	12	2|
15635	12	2|
15636	12	2|
15637	12	2|
15638	12	2|
15639	12	2|
15640	12	2|
15641	12	2|
15642	12	2|
15643	12	2|
15644	12	2|
15645	12	2|
15646	12	2|
15647	12	2|
15648	12	2|
15649	12	2|
15650	12	2|
15651	12	2|
15652	12	2|
15653	12	2|
15654	12	2|
15655	12	2|
15656	12	2|
15657	12	2|
15658	12	2|
15659	12	2|
15660	12	2|
15661	12	2|
15662	12	2|
15663	12	2|
15664	12	2|
15665	12	2|
15666	12	2|
15667	12	2|
15668	12	2|
15669	12	2|
15670	12	2|
15671	12	2|
15672	12	2|
15673	12	2|
15674	12	2|
15675	12	2|
15676	12	2|
15677	12	2|
15678	12	2|
15679	12	2|
15680	12	2|
15681	12	2|
15682	12	2|
15683	12	2|
15684	12	2|
15685	12	2|
15686	12	2|
15687	12	2|
15688	12	2|
15689	12	2|
15690	12	2|
15691	12	2|
15692	12	2|
15693	12	2|
15694	12	2|
15695	12	2|
15696	12	2|
15697	12	2|
15698	12	2|
15699	12	2|
15700	12	2|
15701	12	2|
15702	12	2|
15703	12	2|
15704	12	2|
15705	12	2|
15706	12	2|
15707	12	2|
15708	12	2|
15709	12	2|
15710	12	2|
15711	12	2|
15712	12	2|
15713	12	2|
15714	12	2|
15716	12	2|
15717	12	2|
15718	12	2|
15719	12	2|
